Brand,Model,Variant / Trim,Make Year,Make Month,Registration Year,Car Age (years),Fuel Type,BS Norm,Transmission Type,Transmission Subtype,Kilometres Driven,Number of Previous Owners,Insurance Validity,Insurance Type,RTO,Car Location,Overall Quality Score,Engine Score,Systems Score,Interior Score,Exterior Score,Wear Score,Parts Evaluated,Meter Tampered,Flooded,Core Structure Intact,Next Service Due,Price (INR),Depreciation_Category,Value_Score,Country Of Origin
Tata,Punch,Creative Dual Tone AMT,2022,Aug,2022,3,Petrol,BSVI,Automatic,AMT,16000,1st Owner,Feb-27,Comprehensive,TS08,"Kukatpally, Hyderabad",9.54,9.9,9.8,9.2,9.5,9.3,1452,No,No,Yes,"12 months or 15,000 km",619200,Medium,8.6,India
MG Motors,Hector,Super 1.5 Petrol,2020,Nov,2020,6,Petrol,BSVI,Manual,Regular,45000,1st Owner,Apr-27,Third Party,TS15,"Kukatpally, Hyderabad",9.12,9.8,9.5,9.2,8.6,8.5,1573,No,No,Yes,No immediate servicing required,836800,High,7.6,China/UK
Kia,Seltos,GTX Plus 1.5 Diesel AT Dual Tone,2022,Jan,2022,3,Diesel,BSVI,Automatic,Torque Convertor,58000,1st Owner,Apr-27,Third Party,TS36,"Kukatpally, Hyderabad",8.98,9.6,9.2,8.7,9,8.4,1432,No,No,Yes,No immediate servicing required,1201600,Medium,6.8,South Korea
Renault,Kiger,RXZ MT,2023,Feb,2023,2,Petrol,,Manual,Regular,21000,1st Owner,Apr-27,Third Party,TS13,"Kukatpally, Hyderabad",9.42,9.8,9.7,9.6,9.1,8.9,1573,No,No,Yes,No immediate servicing required,527200,Low,7.4,France
Renault,Duster,RXZ Turbo Petrol,2020,Oct,2020,5,Petrol,BSVI,Manual,Regular,46000,1st Owner,Apr-27,Third Party,AP39,"Hafeezpet, Hyderabad",9.2,9.8,9.7,9,8.9,8.6,1573,No,No,Yes,No immediate servicing required,604800,High,7.4,France
Maruti Suzuki,Vitara,Brezza ZDi AGS,2018,Sep,2018,7,Diesel,BSIV,Automatic,AMT,125000,1st Owner,Apr-27,Third Party,AP03,"Kukatpally, Hyderabad",8,9.1,7.7,7.4,7.8,8,1432,No,No,Yes,No immediate servicing required,519200,Very High,6.4,Japan/India
Kia,Sonet,HTX 1.5 Diesel iMT,2023,Apr,2023,2,Diesel,BSVI,Manual,Regular,28000,1st Owner,Apr-27,Third Party,AP39,"Kukatpally, Hyderabad",9.54,9.9,9.8,9.6,9.3,9.1,1576,No,No,Yes,No immediate servicing required,53,Low,7.2,South Korea
Mahindra,Thar,LX Hard Top Diesel AT 4WD,2023,Jan,2023,2,Diesel,BSVI,Automatic,Torque Convertor,44000,1st Owner,Apr-27,Third Party,TS08,"Kukatpally, Hyderabad",9.38,9.8,9.7,9.4,9.5,8.5,1432,No,No,Yes,No immediate servicing required,1135200,Medium,7,India
Hyundai,Creta,1.6 SX Plus Auto Petrol,2017,Oct,2017,9,Petrol,BSIV,Automatic,Torque Convertor,110000,1st Owner,Apr-27,Third Party,TS07,"Uppal, Hyderabad",8.62,9.5,9,8.5,8,8.1,1452,No,No,Yes,No immediate servicing required,596000,Very High,7.1,South Korea
Honda,WR-V,VX i-VTEC Petrol+cng(Outside Fitted),2019,Feb,2019,6,Cng,BSIV,Manual,Regular,46000,1st Owner,Apr-27,Third Party,TS07,"Uppal, Hyderabad",8.92,9.8,9.5,8.7,8.6,8,1582,No,No,Yes,No immediate servicing required,511200,High,8,Japan
Mahindra,XUV700,AX 5 Diesel MT 5 STR,2023,May,2023,2,Diesel,,Manual,Regular,54000,1st Owner,Apr-27,Third Party,TS08,"Kukatpally, Hyderabad",9.28,9.8,9.6,9.2,9.1,8.7,1576,No,No,Yes,No immediate servicing required,1301600,Medium,6.7,India
Hyundai,Tucson,Signature 2.0 AT Petrol,2022,Nov,2022,3,Petrol,BSVI,Automatic,Torque Convertor,19000,1st Owner,Apr-27,Third Party,AP39,"Kukatpally, Hyderabad",9.56,9.9,9.9,9.7,9.5,8.8,1452,No,No,Yes,No immediate servicing required,2007200,Medium,8.1,South Korea
Mahindra,TUV300,T4 Plus,2018,Aug,2018,7,Diesel,BSIV,Manual,Regular,95000,1st Owner,Apr-27,Third Party,TS08,"Uppal, Hyderabad",9.1,9.7,9.4,8.7,8.9,8.8,1576,No,No,Yes,No immediate servicing required,472800,Very High,7,India
Hyundai,Creta,1.5 MPi Petrol MT E,2025,Mar,2025,0,Petrol,BSVI,Manual,Regular,11000,1st Owner,Mar-27,Comprehensive,TG10,"Uppal, Hyderabad",9.68,9.9,9.8,9.9,9.3,9.5,1573,No,No,Yes,"12 months or 10,000 km",902400,Low,8.1,South Korea
Hyundai,Creta,S Plus 1.5 Diesel Knight,2024,Nov,2024,2,Diesel,BSVI,Manual,Regular,26000,1st Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",9.44,9.9,9.8,9.3,9.4,8.8,1576,No,No,Yes,"12 months or 10,000 km",1167164,Low,7.2,South Korea
Kia,Sonet,Anniversary Edition 1.5 AT,2022,Dec,2022,4,Diesel,BSVI,Automatic,Torque Convertor,46000,1st Owner,Dec-26,Comprehensive,TS07,"Kukatpally, Hyderabad",8.64,9.8,8.6,9.1,7.6,8.1,1432,No,No,Yes,"12 months or 10,000 km",792800,Medium,7.9,South Korea
Maruti Suzuki,Brezza,Zxi Dual Tone,2022,Sep,2022,3,Petrol,BSVI,Manual,Regular,40000,1st Owner,Apr-27,Third Party,TS08,"Uppal, Hyderabad",9.28,9.8,9.7,9.2,9.1,8.6,1573,No,No,Yes,"12 months or 10,000 km",727200,Medium,7.1,Japan/India
Tata,Punch,EV Empowered Plus S long Range,2025,Dec,2025,1,Electric,,Automatic,,27000,1st Owner,Apr-27,Third Party,TG11,"Uppal, Hyderabad",,,,,,,,Yes,Yes,Yes,No immediate servicing required,759200,Medium,1.6,India
Ford,EcoSport,Titanium 1.5L TDCi,2019,May,2019,6,Diesel,BSIV,Manual,Regular,105000,3rd Owner,Apr-27,Third Party,TS16,"Kukatpally, Hyderabad",8.48,9.2,8.8,8.6,8.3,7.5,1576,No,No,Yes,"12 months or 10,000 km",421600,Very High,5.3,USA
Mahindra,Thar,LX Hard Top Diesel MT 4WD,2021,Apr,2021,4,Diesel,BSIV,Manual,Regular,52000,1st Owner,Apr-27,Third Party,TS08,"Kukatpally, Hyderabad",9.18,9.8,9.7,9.1,8.8,8.5,1576,No,No,Yes,"12 months or 10,000 km",931122,Medium,7,India
Kia,Sonet,HTX 1.0 Turbo Petrol DCT,2023,Sep,2023,2,Petrol,BSVI,Automatic,DCT,15000,2nd Owner,Oct-26,Comprehensive,TS03,"Kukatpally, Hyderabad",9.34,9.9,9.8,9.4,8.9,8.7,1452,No,No,Yes,"12 months or 10,000 km",800800,Low,8,South Korea
Hyundai,Alcazar,Signature (O) 6 STR 1.5 Diesel AT,2021,Jul,2021,4,Diesel,BSVI,Automatic,Torque Convertor,67000,1st Owner,Aug-26,Comprehensive,TS09,"Kukatpally, Hyderabad",8.88,9.6,9.5,8.9,8.3,8.1,1432,No,No,Yes,"12 months or 10,000 km",1171200,High,7.3,South Korea
Kia,Seltos,HTX Plus 1.5 Diesel,2022,Jan,2022,3,Diesel,BSVI,Manual,Regular,103000,1st Owner,Jan-27,Comprehensive,TS10,"Kukatpally, Hyderabad",8.64,9.5,9.2,8.2,8.1,8.2,1576,No,No,Yes,No immediate servicing required,978400,High,6.9,South Korea
Tata,Nexon,XE,2021,Jun,2021,4,Petrol,,Manual,Regular,58000,1st Owner,Apr-27,Third Party,TS15,"Uppal, Hyderabad",8.64,9.2,9.1,8.3,8.1,8.5,1573,No,,Yes,"12 months or 15,000 km",438400,Medium,6.7,India
Hyundai,Venue,SX 1.2 Petrol,2022,Jun,2022,3,Petrol,BSVI,Manual,Regular,27000,1st Owner,Apr-27,Third Party,TS10,"Uppal, Hyderabad",9.28,9.9,9.8,9.1,9,8.6,1573,No,No,Yes,"12 months or 10,000 km",701600,Medium,7.4,South Korea
Tata,Nexon,EV Empowered Plus Long Range,2024,Jan,2024,1,Electric,BSVI,Automatic,,19000,1st Owner,Apr-27,Comprehensive,TG24,"Kukatpally, Hyderabad",,,,,,,,Yes,Yes,Yes,No immediate servicing required,10784,Medium,2,India
Mahindra,XUV700,AX 7 Diesel MT Luxury Pack 7 STR,2022,Feb,2022,3,Diesel,BSVI,Manual,Regular,72000,1st Owner,Apr-27,Third Party,TS09,"Kukatpally, Hyderabad",9.18,9.7,9.5,9.1,8.9,8.7,1576,No,No,Yes,"12 months or 10,000 km",1491122,High,6.6,India
Hyundai,Venue,SX 1.4 (O) CRDi,2019,May,2019,6,Diesel,BSIV,Manual,Regular,106000,1st Owner,Apr-27,Third Party,AP39,"Uppal, Hyderabad",8.7,9.6,9.3,8.3,8.1,8.2,1576,No,No,Yes,No immediate servicing required,640800,Very High,6.4,South Korea
Tata,Punch,Creative AMT,2023,Nov,2023,3,Petrol,BSVI,Automatic,AMT,50000,1st Owner,Jan-27,Comprehensive,TS08,"Uppal, Hyderabad",9.06,9.7,9.6,9.1,9,7.9,1452,No,No,,"12 months or 15,000 km",545600,Medium,7.4,India
Mahindra,Thar,LX Hard Top Diesel AT 4WD,2021,Apr,2021,4,Diesel,BSVI,Automatic,Torque Convertor,60000,2nd Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",8.88,9.6,9.6,9,8.4,7.8,1432,No,No,Yes,"12 months or 10,000 km",957522,Medium,6.7,India
Ford,EcoSport,Trend 1.5L TDCi,2018,Oct,2018,7,Diesel,,Manual,Regular,53000,1st Owner,Jan-27,Comprehensive,TS08,"Uppal, Hyderabad",9.2,9.8,9.6,9,9,8.6,1576,No,No,Yes,"12 months or 10,000 km",530400,High,8.2,USA
Ford,EcoSport,Trend 1.5 TDCi,2014,Dec,2014,12,Diesel,BSIV,Manual,Regular,129000,3rd Owner,Apr-27,Third Party,AP29,"Kukatpally, Hyderabad",7.94,9.5,8.3,7.3,7.2,7.4,1576,No,No,Yes,"12 months or 10,000 km",251200,Very High,5.8,USA
Hyundai,Venue,SX Plus 1.0 Turbo DCT,2020,Nov,2020,6,Petrol,BSIV,Automatic,DCT,65000,1st Owner,Dec-26,Comprehensive,AP39,"Kukatpally, Hyderabad",8.84,9.7,9.6,8.9,8.2,7.8,1452,No,No,Yes,"12 months or 10,000 km",598400,High,8,South Korea
Tata,Nexon,XZ Plus Diesel Dual Tone,2019,Jan,2019,6,Diesel,BSIV,Manual,Regular,59000,1st Owner,Apr-27,Third Party,TS07,"Uppal, Hyderabad",8.82,9.7,9.2,8.5,8.4,8.3,1576,No,No,Yes,"12 months or 15,000 km",590400,High,7.2,India
Hyundai,Creta,1.5 MPi Petrol MT EX,2024,Aug,2024,1,Petrol,BSVI,Manual,Regular,11000,1st Owner,Oct-26,Comprehensive,TG13,"Kukatpally, Hyderabad",9.56,9.9,9.9,9.5,9,9.5,1573,No,No,Yes,"12 months or 10,000 km",932354,Low,8,South Korea
Nissan,Magnite,XV Dual Tone,2021,May,2021,4,Petrol,BSVI,Manual,Regular,28000,2nd Owner,Apr-27,Third Party,TS15,"Uppal, Hyderabad",9.3,9.9,9.8,9.4,8.7,8.7,1573,No,No,Yes,"12 months or 10,000 km",448800,Medium,7.2,Japan
Tata,Nexon,EV XZ Plus LUX,2022,Oct,2022,4,Electric,BSIV,Automatic,,86000,1st Owner,Insurance Type,Third Party,TS08,"Kukatpally, Hyderabad",,,,,,,,Yes,Yes,Yes,No immediate servicing required,10784,Very High,1.6,India
Kia,Seltos,GTX Plus AT 1.5 Diesel,2020,Jan,2020,5,Diesel,BSVI,Automatic,Torque Convertor,66000,1st Owner,Feb-27,Comprehensive,TS08,"Kukatpally, Hyderabad",8.9,9.6,9.5,8.9,8.2,8.3,1432,No,No,Yes,"12 months or 10,000 km",1055200,High,7.7,South Korea
Ford,EcoSport,Trend 1.5 TDCi,2016,Aug,2016,10,Diesel,BSIV,Manual,Regular,97000,2nd Owner,Dec-26,Third Party,TS07,"Kukatpally, Hyderabad",8.66,9.6,9.2,8.1,8.2,8.2,1576,No,No,Yes,"12 months or 10,000 km",353600,Very High,6.6,USA
Kia,Sonet,GTX Plus 1.0 DCT,2020,Nov,2020,5,Petrol,BSVI,Automatic,DCT,38000,1st Owner,Dec-26,Comprehensive,AP39,"Hafeezpet, Hyderabad",9.1,9.8,9.7,9,8.5,8.5,1452,No,No,Yes,"12 months or 10,000 km",749600,High,8.4,South Korea
Ford,EcoSport,Titanium + 1.5L TDCi,2019,Jul,2019,6,Diesel,BSIV,Manual,Regular,106000,1st Owner,Oct-26,Comprehensive,TS08,"Uppal, Hyderabad",8.7,9.6,9.3,8.4,8.2,8,1576,No,No,Yes,"12 months or 10,000 km",560000,Very High,6.9,USA
Kia,Seltos,GTX Plus DCT 1.4,2021,Apr,2021,4,Petrol,,Automatic,DCT,62000,1st Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",8.82,9.8,9.4,9.1,8.2,7.6,1452,No,No,Yes,"12 months or 10,000 km",983199,High,7.2,South Korea
MG Motors,Hector,Plus Sharp 1.5 DCT Petrol,2021,Aug,2021,4,Petrol,BSVI,Automatic,DCT,48000,2nd Owner,Oct-26,Comprehensive,AP39,"Kukatpally, Hyderabad",9.2,9.8,9.7,9.3,8.9,8.3,1452,No,No,,"12 months or 10,000 km",1030122,Medium,7.4,China/UK
Kia,Seltos,GTX Plus 1.4,2020,Aug,2020,5,Petrol,BSVI,Manual,Regular,97000,2nd Owner,Oct-26,Third Party,TS10,"Hafeezpet, Hyderabad",8.68,9.6,9.1,8.4,7.9,8.4,1573,No,No,Yes,No immediate servicing required,779200,Very High,5.9,South Korea
Ford,EcoSport,Thunder Edition Petrol,2019,Sep,2019,6,Petrol,BSIV,Manual,Regular,58000,2nd Owner,Nov-26,Comprehensive,TS07,"Uppal, Hyderabad",8.92,9.8,9.6,8.8,8.2,8.2,1573,No,No,Yes,"12 months or 10,000 km",555200,High,7.2,USA
Volkswagen,Taigun,Topline 1.0 TSI MT,2024,Jul,2024,2,Petrol,BSVI,Manual,Regular,50000,2nd Owner,Aug-26,Comprehensive,TS16,"Kukatpally, Hyderabad",9.22,9.8,9.7,9.4,8.9,8.3,1573,No,No,Yes,No immediate servicing required,912000,Medium,6.7,Germany
Ford,EcoSport,Trend+ 1.0L EcoBoost,2016,Jan,2016,9,Petrol,BSIV,Manual,Regular,37000,1st Owner,Feb-27,Comprehensive,TS07,"Uppal, Hyderabad",9.24,9.8,9.7,9.2,8.7,8.8,1573,No,No,Yes,"12 months or 10,000 km",447200,High,8.2,USA
Tata,Safari,XZA Plus (O) 6 S Red Dark Edition,2023,Feb,2023,2,Diesel,BSVI,Automatic,Torque Convertor,19000,1st Owner,Apr-27,Comprehensive,TS08,"Kukatpally, Hyderabad",9.1,9.5,8.3,9.2,9.6,8.9,1432,No,No,Yes,"12 months or 15,000 km",1549666,Low,8.1,India
Maruti Suzuki,S-Cross,Alpha,2022,Apr,2022,3,Petrol,BSVI,Manual,Regular,24000,1st Owner,Apr-27,Third Party,AP39,"Uppal, Hyderabad",9.38,9.9,9.8,9.3,9.1,8.8,1573,No,No,Yes,"12 months or 10,000 km",755200,Medium,7.4,Japan/India
Hyundai,Exter,SX (O) Connect 1.2 AMT,2024,Mar,2024,1,Petrol,,Automatic,AMT,20000,1st Owner,Mar-27,Comprehensive,TG08,"Hafeezpet, Hyderabad",9.52,9.9,9.9,9.6,9.4,8.8,1452,No,No,Yes,"12 months or 10,000 km",701600,Low,7.6,South Korea
MG Motors,Hector,Sharp 2.0 Diesel,2020,Nov,2020,6,Diesel,BSIV,Manual,Regular,75000,1st Owner,Apr-27,Third Party,TS12,"Kukatpally, Hyderabad",8.64,9.5,9.3,8.6,8.2,7.6,1576,No,No,Yes,No immediate servicing required,901600,High,6.8,China/UK
Maruti Suzuki,Vitara,Brezza ZXi Plus,2020,Jun,2020,5,Petrol,BSVI,Manual,Regular,67000,2nd Owner,Apr-27,Third Party,AP39,"Uppal, Hyderabad",8.98,9.8,9.6,9,8.3,8.2,1573,No,No,Yes,"12 months or 10,000 km",551200,High,6.5,Japan/India
Ford,Freestyle,Titanium Plus 1.2 Ti-VCT,2019,Sep,2019,7,Petrol,BSIV,Manual,Regular,86000,1st Owner,Dec-26,Comprehensive,TS08,"Uppal, Hyderabad",8.74,9.4,9.3,8.3,8.4,8.3,1573,No,No,Yes,"12 months or 10,000 km",366400,Very High,7.3,USA
Ford,EcoSport,Titanium + 1.5L Ti-VCT AT,2018,Jun,2018,7,Petrol,BSIV,Automatic,Torque Convertor,68000,2nd Owner,Apr-27,Third Party,TS07,"Hafeezpet, Hyderabad",8.76,9.7,9.4,8.6,8.2,7.9,1452,No,No,Yes,"12 months or 10,000 km",532800,Very High,7,USA
Hyundai,Creta,SX 1.6 CRDi Dual Tone,2018,Jun,2018,7,Diesel,BSIV,Manual,Regular,113000,1st Owner,Apr-27,Third Party,TS11,"Uppal, Hyderabad",8.5,9.4,8.6,8.1,7.8,8.6,1576,No,No,Yes,"12 months or 10,000 km",698400,Very High,6.3,South Korea
Mahindra,Thar,LX Hard Top Diesel AT 4WD,2022,Jul,2022,3,Diesel,BSVI,Automatic,Torque Convertor,70000,1st Owner,Apr-27,Third Party,TS08,"Kukatpally, Hyderabad",9.08,9.7,9.5,9.2,9.2,7.8,1432,No,No,Yes,"12 months or 10,000 km",1035922,High,6.9,India
Kia,Seltos,GTX Plus 1.4,2019,Sep,2019,6,Petrol,BSIV,Manual,Regular,40000,2nd Owner,Apr-27,Third Party,TS10,"Uppal, Hyderabad",9.02,9.8,9.7,8.9,8.6,8.1,1573,No,No,Yes,No immediate servicing required,864800,High,7.1,South Korea
MG Motors,Hector,Sharp 1.5 DCT Petrol,2020,Mar,2020,5,Petrol,BSVI,Automatic,DCT,41000,1st Owner,Apr-27,Third Party,TS09,"Kukatpally, Hyderabad",9.14,9.8,9.7,9,9,8.2,1452,No,No,Yes,"12 months or 10,000 km",951200,High,7.6,China/UK
Volkswagen,Taigun,Topline 1.0 TSI MT,2022,Feb,2022,3,Petrol,BSVI,Manual,Regular,34000,1st Owner,Apr-27,Third Party,TS11,"Kukatpally, Hyderabad",9.44,9.9,9.8,9.4,9.3,8.8,1573,No,No,Yes,"12 months or 15,000 km",923200,Medium,7.5,Germany
Tata,Nexon,XZA Plus LUXS Dark Edition,2023,Jan,2023,2,Petrol,,Automatic,AMT,24000,1st Owner,Apr-27,Third Party,TS15,"Hafeezpet, Hyderabad",9.36,9.9,9.8,9.6,8.7,8.8,1452,No,No,Yes,"12 months or 15,000 km",867964,Low,7.4,India
Hyundai,Creta,E Plus 1.4 CRDI,2018,Jan,2018,7,Diesel,BSIV,Manual,Regular,118000,1st Owner,Apr-27,Third Party,TS09,"Uppal, Hyderabad",8.52,9.5,9.2,8.2,7.3,8.4,1576,No,No,Yes,"12 months or 10,000 km",580000,Very High,6.3,South Korea
Tata,Nexon,XM Diesel,2018,Feb,2018,7,Diesel,BSIV,Manual,Regular,96000,1st Owner,Apr-27,Third Party,AP31,"Uppal, Hyderabad",8.24,9.2,8.8,7.4,7.9,7.9,1576,No,No,Yes,No immediate servicing required,452800,Very High,6.6,India
MG Motors,Hector,Sharp 1.5 Petrol CVT,2021,Feb,2021,4,Petrol,BSVI,Automatic,CVT,69000,1st Owner,Feb-27,Comprehensive,TS07,"Kukatpally, Hyderabad",9.08,9.5,9.5,9.1,8.8,8.5,1452,No,No,Yes,"12 months or 10,000 km",12,High,7.4,China/UK
Hyundai,Venue,SX (O) 1.5 CRDi Executive,2021,Oct,2021,4,Diesel,BSVI,Manual,Regular,43000,1st Owner,Oct-26,Comprehensive,TS08,"Hafeezpet, Hyderabad",8.86,9.8,9.7,8.3,8.4,8.1,1576,No,No,Yes,"12 months or 10,000 km",775200,Medium,7.7,South Korea
Tata,Punch,Creative AMT,2023,Jun,2023,2,Petrol,BSVI,Automatic,AMT,21000,1st Owner,Apr-27,Third Party,TS08,"Hafeezpet, Hyderabad",9.48,9.9,9.8,9.7,9.3,8.7,1452,No,No,Yes,"12 months or 15,000 km",642400,Low,7.8,India
Mahindra,XUV700,AX5 Diesel MT 7 STR,2024,Jun,2024,1,Diesel,,Manual,Regular,49000,1st Owner,Apr-27,Third Party,TG30,"Kukatpally, Hyderabad",9.26,9.8,9.7,9.5,8.8,8.5,1576,No,No,Yes,"12 months or 10,000 km",1450322,Medium,6.7,India
Tata,Harrier,XMA,2021,Feb,2021,5,Diesel,BSVI,Automatic,Torque Convertor,39000,1st Owner,Dec-26,Comprehensive,TS07,"Kukatpally, Hyderabad",9.1,9.8,9.7,9.1,8.2,8.7,1432,No,No,Yes,"12 months or 15,000 km",960000,High,8.4,India
Skoda,Kushaq,Style 1.5L TSI MT,2022,Sep,2022,4,Petrol,BSVI,Manual,Regular,51000,2nd Owner,Apr-27,Third Party,TS09,"Kukatpally, Hyderabad",9.02,9.8,9.7,8.2,8.7,8.7,1573,No,No,Yes,No immediate servicing required,851200,Medium,6.5,Czech Republic
Hyundai,Creta,1.6 SX Plus AT Petrol,2017,Aug,2017,8,Petrol,BSIV,Automatic,Torque Convertor,84000,2nd Owner,Apr-27,Third Party,TS09,"Uppal, Hyderabad",8.72,9.6,9.3,8.2,8.2,8.3,1452,No,No,Yes,"12 months or 10,000 km",627200,Very High,6.9,South Korea
Ford,EcoSport,Titanium + 1.5L Ti-VCT AT,2018,Jan,2018,7,Petrol,BSIV,Automatic,Torque Convertor,68000,1st Owner,Nov-26,Third Party,AP27,"Uppal, Hyderabad",9.02,9.8,9.6,9,8.5,8.2,1452,No,No,Yes,"12 months or 10,000 km",565600,Very High,7.6,USA
Nissan,Magnite,XV,2024,Apr,2024,1,Petrol,BSVI,Manual,Regular,25000,1st Owner,Sep-26,Comprehensive,AP40,"Uppal, Hyderabad",9.58,9.9,9.8,9.7,9.5,9,1573,No,No,Yes,"12 months or 10,000 km",541600,Low,7.3,Japan
Hyundai,Venue,SX 1.2 Petrol,2023,Jun,2023,2,Petrol,,Manual,Regular,36000,1st Owner,Apr-27,Third Party,TS01,"Uppal, Hyderabad",9.08,9.9,9.8,8.9,8.7,8.1,1573,No,No,Yes,No immediate servicing required,720000,Medium,6.6,South Korea
Maruti Suzuki,Brezza,Zxi Plus Dual Tone,2022,May,2022,3,Petrol,BSVI,Manual,Regular,123000,1st Owner,Apr-27,Third Party,TS02,"Uppal, Hyderabad",8.62,9.6,9.2,8,8.2,8.1,1573,No,No,Yes,No immediate servicing required,712000,High,6.4,Japan/India
Tata,Punch,Creative Dual Tone AMT Sunroof,2024,Apr,2024,1,Petrol,,Automatic,AMT,19000,1st Owner,Apr-27,Third Party,TG07,"Uppal, Hyderabad",9.38,9.9,9.8,9.2,9.2,8.8,1452,No,No,Yes,"12 months or 15,000 km",707200,Low,7,India
Mahindra,XUV700,AX 7 Diesel MT Luxury Pack 7 STR,2023,Nov,2023,3,Diesel,BSVI,Manual,Regular,54000,1st Owner,Nov-26,Comprehensive,AP39,"Kukatpally, Hyderabad",9.16,9.8,9.6,9,9,8.4,1576,No,No,Yes,No immediate servicing required,1505600,Medium,7.1,India
Skoda,Kushaq,Style 1.5L TSI DSG,2022,Oct,2022,4,Petrol,BSVI,Automatic,DCT,60000,1st Owner,Jan-27,Comprehensive,TS09,"Kukatpally, Hyderabad",8.96,9.8,9.6,8.1,9.1,8.2,1452,No,No,Yes,"12 months or 15,000 km",1011200,Medium,7.8,Czech Republic
Ford,EcoSport,Titanium 1.5 TDCi (Opt),2014,Jun,2014,11,Diesel,BSIV,Manual,Regular,94000,2nd Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",8.32,9.4,8.9,8,7.7,7.6,1576,No,No,Yes,"12 months or 10,000 km",387200,Very High,6.4,USA
Hyundai,Creta,SX (O) 1.4 Turbo 7 DCT,2020,Sep,2020,5,Petrol,,Automatic,DCT,92000,1st Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",8.88,9.6,9.1,8.9,8.6,8.2,1452,No,No,Yes,No immediate servicing required,884000,Very High,6.8,South Korea
Hyundai,Creta,1.6 SX Plus Petrol,2015,Aug,2015,10,Petrol,,Manual,Regular,104000,1st Owner,Oct-26,Comprehensive,TS07,"Uppal, Hyderabad",8.64,9.6,9.2,7.4,8.2,8.8,1573,No,No,Yes,No immediate servicing required,516000,Very High,7.6,South Korea
Ford,EcoSport,Titanium 1.5L Ti-VCT,2019,May,2019,6,Petrol,BSIV,Manual,Regular,41000,1st Owner,Oct-26,Comprehensive,TS07,"Kukatpally, Hyderabad",9.22,9.8,9.7,9.3,8.6,8.7,1573,No,No,Yes,"12 months or 10,000 km",557600,High,8.2,USA
Hyundai,Venue,SX (O) 1.0 Turbo DCT,2023,May,2023,2,Petrol,BSVI,Automatic,DCT,55000,1st Owner,Apr-27,Third Party,TS04,"Kukatpally, Hyderabad",9.04,9.7,9.6,9.4,9,7.5,1452,No,No,Yes,"12 months or 10,000 km",839176,Medium,6.9,South Korea
Hyundai,Creta,1.6 SX (O),2016,Jun,2016,9,Diesel,BSIV,Manual,Regular,107000,2nd Owner,Aug-26,Comprehensive,AP31,"Kukatpally, Hyderabad",8.28,9.4,8.9,7.1,7.4,8.6,1576,No,No,Yes,No immediate servicing required,607200,Very High,6.9,South Korea
Hyundai,Alcazar,Signature 6 STR 1.5 Diesel,2023,May,2023,3,Diesel,BSVI,Manual,Regular,82000,1st Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",9.12,9.7,9.5,9,8.5,8.9,1576,No,No,Yes,No immediate servicing required,1171964,High,6.6,South Korea
Maruti Suzuki,Brezza,ZXi Plus,2023,Jul,2023,2,Petrol,BSIV,Manual,Regular,36000,1st Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",9.48,9.9,9.8,9.5,9.4,8.8,1573,No,No,Yes,No immediate servicing required,839200,Medium,6.8,Japan/India
Mahindra,Thar,LX Hard Top Diesel AT 4WD,2023,Oct,2023,3,Diesel,BSVI,Automatic,Torque Convertor,67000,1st Owner,Apr-27,Third Party,TS07,"Kukatpally, Hyderabad",8.8,9.5,9.2,8.4,9,7.9,1432,No,No,Yes,No immediate servicing required,1015922,High,6.7,India
Mahindra,XUV,300 W6 1.2 Petrol AMT,2023,Jul,2023,2,Petrol,BSVI,Automatic,AMT,14000,1st Owner,Apr-27,Third Party,AP40,"Kukatpally, Hyderabad",9.44,9.9,9.7,9.4,9.2,9,1452,No,No,Yes,No immediate servicing required,43,Low,8.1,India
Tata,Punch,Creative Plus AMT,2025,Dec,2025,1,Petrol,,Automatic,AMT,10000,1st Owner,Apr-27,Third Party,TG22,"Kukatpally, Hyderabad",9.4,9.9,9.9,8.1,9.8,9.3,1452,No,No,Yes,"12 months or 15,000 km",680000,Low,7.7,India
Honda,BR-V,S Diesel,2018,Jan,2018,7,Diesel,BSIV,Manual,Regular,79000,2nd Owner,Apr-27,Third Party,TS08,"Uppal, Hyderabad",8.32,9.6,9.2,8.3,6.3,8.2,1576,No,No,Yes,No immediate servicing required,530400,Very High,6.5,Japan
Hyundai,Creta,SX 1.6 Petrol,2019,Mar,2019,6,Petrol,BSIV,Manual,Regular,76000,1st Owner,Apr-27,Third Party,TS09,"Uppal, Hyderabad",8.94,9.7,9.5,8.7,8.4,8.4,1573,No,No,Yes,No immediate servicing required,668000,High,6.9,South Korea
Maruti Suzuki,Brezza,Zxi Plus Dual Tone,2023,Feb,2023,2,Petrol,BSVI,Manual,Regular,36000,1st Owner,Apr-27,Third Party,AP39,"Kukatpally, Hyderabad",9.34,9.9,9.8,9.4,8.9,8.7,1573,No,No,Yes,No immediate servicing required,825600,Medium,6.7,Japan/India
